物品/地点,类型,等级,备注,X坐标,Y坐标,链接标识
"tenraku_grade_01","妖精蛋","","","-1113","-926","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1154","-1011","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1109","-984","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1063","-978","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1053","-972","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1040","-952","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1011","-942","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1001","-966","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1040","-998","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1003","-991","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1023","-1091","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-998","-1072","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-981","-1092","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1015","-1189","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-985","-1121","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-912","-883","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1193","-974","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1159","-973","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1211","-1020","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1206","-1060","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1190","-1034","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1175","-1040","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1154","-1010","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1122","-1026","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1106","-1026","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1106","-1045","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1278","-1136","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1249","-1119","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1078","-1059","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1052","-1070","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1030","-1093","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1043","-1129","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1026","-1181","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1240","-1214","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1253","-1319","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1257","-1373","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1237","-1392","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1245","-1392","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1231","-1402","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1179","-1361","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1209","-1363","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1171","-1338","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1201","-1347","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1221","-1322","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1208","-1307","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1158","-1308","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1095","-1281","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1129","-1310","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1124","-1293","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1144","-1294","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1215","-1311","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1217","-1283","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1199","-1215","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1129","-1266","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1129","-1236","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1043","-1179","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1147","-1112","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1168","-1153","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1120","-1143","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1102","-1261","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1081","-1256","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1092","-1259","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1039","-1260","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1107","-1201","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1031","-1145","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1042","-1196","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1094","-1175","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1053","-1303","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1054","-1268","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1019","-1313","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-961","-1193","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-964","-1262","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-933","-1270","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-946","-1339","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-952","-1352","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-984","-1361","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1007","-1392","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-996","-1363","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1029","-1398","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1043","-1418","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1052","-1439","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1053","-1440","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1082","-1460","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1084","-1416","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1095","-1375","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1076","-1368","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1048","-1364","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1005","-1328","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1019","-1289","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1075","-1284","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1005","-1246","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1064","-1252","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1088","-1211","tenraku_grade_01"
"tenraku_grade_01","妖精蛋","","","-1029","-1205","tenraku_grade_01"
"tenraku_grade_02","妖精蛋","","","-833","-1094","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-896","-1067","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-937","-1235","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-981","-1211","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-946","-1226","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-902","-1162","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-978","-1161","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-971","-1142","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1054","-1253","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1031","-1259","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-959","-1223","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-783","-1236","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1101","-1290","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1101","-1286","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1095","-1282","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1159","-1351","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1202","-1375","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1201","-1375","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1215","-1323","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1101","-1489","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1107","-1486","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1103","-1536","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1131","-1561","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1104","-1608","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1084","-1399","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1100","-1399","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1148","-1364","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1089","-1386","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1088","-1356","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1115","-1688","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1152","-1716","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1152","-1695","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1172","-1614","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1222","-1701","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1224","-1746","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1227","-1719","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1254","-1695","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1287","-1686","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1268","-1674","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1240","-1726","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1234","-1692","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1303","-1681","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1287","-1627","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1308","-1664","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1426","-1674","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1395","-1672","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1384","-1663","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1364","-1615","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1326","-1563","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1298","-1607","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1315","-1638","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1362","-1539","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1399","-1517","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1354","-1513","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1346","-1526","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1366","-1491","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1406","-1461","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1439","-1491","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1354","-1426","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1350","-1434","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1334","-1414","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1322","-1406","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1260","-1383","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1276","-1404","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1306","-1480","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1227","-1578","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1242","-1547","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1215","-1564","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1207","-1544","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-1237","-1509","tenraku_grade_02"
"tenraku_grade_02","妖精蛋","","","-972","-1162","tenraku_grade_02"
"volcanic_grade_01","火山蛋","","","-321","-549","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-296","-533","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-347","-568","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-339","-660","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-363","-554","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-338","-531","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-297","-510","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-313","-496","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-345","-509","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-325","-466","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-332","-492","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-387","-512","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-404","-560","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-430","-559","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-456","-535","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-407","-479","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-372","-468","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-358","-496","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-344","-460","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-312","-425","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-329","-432","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-384","-461","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-391","-435","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-342","-418","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-351","-398","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-356","-385","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-356","-438","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-356","-418","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-372","-404","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-398","-415","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-331","-373","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-374","-333","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-397","-299","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-404","-345","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-396","-403","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-400","-435","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-384","-378","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-390","-355","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-422","-324","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-393","-339","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-434","-347","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-458","-352","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-439","-284","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-440","-258","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-457","-221","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-468","-252","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-461","-278","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-465","-240","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-474","-300","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-486","-317","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-500","-290","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-489","-249","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-530","-193","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-533","-183","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-518","-225","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-516","-268","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-502","-271","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-532","-298","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-544","-310","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-545","-204","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-561","-185","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-579","-210","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-563","-221","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-533","-220","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-538","-198","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-537","-239","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-549","-258","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-538","-278","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-558","-238","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-563","-257","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-572","-323","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-612","-270","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-637","-274","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-634","-298","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-652","-259","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-623","-242","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-619","-209","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-590","-214","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-570","-234","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-584","-245","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-589","-262","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-658","-231","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-701","-211","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-705","-243","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-771","-166","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-763","-190","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-749","-214","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-736","-241","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-717","-236","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-710","-243","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-699","-260","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-695","-269","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-666","-264","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-654","-284","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-650","-311","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-620","-326","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-621","-358","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-610","-383","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-613","-409","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-612","-427","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-775","-289","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-766","-255","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-750","-222","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-717","-238","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-788","-260","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-765","-271","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-783","-288","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-769","-292","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-735","-290","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-720","-281","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-712","-270","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-681","-299","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-629","-347","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-655","-401","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-630","-412","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-621","-436","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-695","-352","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-667","-378","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-708","-381","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-804","-296","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-828","-323","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-828","-339","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-837","-364","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-837","-374","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-772","-311","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-742","-285","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-742","-307","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-717","-301","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-708","-319","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-792","-333","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-753","-348","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-726","-346","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-721","-334","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-725","-323","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-787","-373","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-760","-382","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-752","-411","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-671","-402","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-802","-348","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-812","-332","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-847","-406","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-851","-429","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-856","-445","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-856","-462","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-841","-475","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-836","-489","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-824","-484","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-836","-456","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-846","-440","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-837","-419","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-831","-409","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-821","-395","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-803","-402","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-804","-430","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-787","-425","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-823","-448","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-817","-460","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-792","-479","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-798","-449","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-791","-428","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-809","-490","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-842","-525","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-821","-530","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-835","-564","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-826","-547","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-802","-518","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-790","-535","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-786","-555","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-796","-565","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-814","-569","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-811","-586","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-806","-601","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-793","-613","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-798","-578","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-785","-615","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-801","-634","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-755","-646","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-762","-684","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-730","-662","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-723","-631","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-669","-637","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-679","-608","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-696","-637","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-736","-687","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-706","-741","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-694","-704","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-696","-688","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-677","-646","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-653","-670","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-654","-711","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-679","-727","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-670","-747","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-612","-754","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-628","-744","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-639","-733","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-655","-718","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-591","-726","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-620","-717","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-620","-681","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-588","-675","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-580","-753","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-550","-745","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-514","-757","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-571","-710","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-540","-722","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-514","-726","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-481","-751","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-492","-721","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-504","-699","volcanic_grade_01"
"volcanic_grade_01","火山蛋","","","-519","-664","volcanic_grade_01"
